Ticker, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
RMO.V,0.015,0.039,0.03,0.024,0.4,0.0,0.0,0.0,0.0,44.606,0.031,0.032,0.03,0.0,0.0,0.0,1443101400
GNW,0.643,5.318,4.75,4.675,0.116640746501,0.018,-0.225,-0.207,0.00378947368421,40.082,5.968,4.997,4.762,33.643,37.209,17.22,1443101400
PRGO,18.443,188.403,169.26,169.96,-0.0379547795912,-0.961,-2.645,-3.606,-0.00567765567766,31.728,185.238,179.182,173.1,33.039,14.827,13.095,1443101400
AMCC,0.673,6.042,5.27,5.369,-0.147102526003,-0.036,-0.072,-0.108,-0.00683111954459,33.447,5.909,5.706,5.482,37.757,6.667,7.607,1443101400
ODP,0.921,7.929,7.35,7.008,0.371335504886,-0.008,-0.136,-0.145,-0.00108843537415,45.849,7.863,7.469,7.264,38.094,62.832,44.248,1443101400
MCUR,1.206,4.007,3.54,2.801,0.612769485904,0.411,-1.609,-1.198,0.116101694915,31.166,9.25,3.404,3.854,56.934,42.857,56.349,1443101400
HME,0.938,74.999,74.68,74.061,0.659914712154,-0.01,0.183,0.173,-0.000133904659882,57.231,73.997,74.53,74.728,50.839,68.572,76.761,1443101400
NWBI,0.613,13.015,12.86,12.402,0.747145187602,0.015,0.013,0.028,0.00116640746501,54.594,12.742,12.709,12.748,52.365,70.27,59.009,1443101400
WNC,1.896,12.64,10.65,10.744,-0.0495780590717,-0.08,-0.345,-0.425,-0.0075117370892,29.989,12.412,11.692,11.066,25.608,10.119,9.634,1443101400
AMPE,0.634,3.374,3.54,2.74,1.261829653,0.031,0.106,0.137,0.00875706214689,65.172,2.776,3.057,3.256,84.568,54.815,40.494,1443101400
ITG,4.989,16.893,13.81,11.904,0.382040489076,0.22,-1.383,-1.162,0.0159304851557,37.428,18.882,14.399,13.574,31.499,37.107,33.214,1443101400
RAD,2.138,9.064,6.83,6.926,-0.044901777362,-0.145,-0.211,-0.356,-0.0212298682284,25.499,8.467,7.995,7.168,24.703,7.538,4.871,1443101400
TROV,1.683,7.217,6.57,5.534,0.615567439097,0.121,-0.087,0.034,0.0184170471842,50.05,7.386,6.376,6.928,57.399,45.989,54.347,1443101400
STML,3.416,11.676,10.5,8.26,0.655737704918,0.126,0.116,0.242,0.012,53.49,10.595,9.968,10.804,73.712,72.291,75.725,1443101400
MILL,0.041,0.136,0.09,0.095,-0.121951219512,0.0019,-0.0218,-0.0199,0.0211111111111,33.1119,0.1898,0.1155,0.104,23.3477,16.6667,5.5556,1443101400
DRQ,9.526,70.095,60.77,60.569,0.0211001469662,-0.543,0.108,-0.435,-0.00893532993253,40.029,64.002,65.332,62.102,13.965,7.683,5.503,1443101400
CCG,0.635,5.326,5.3,4.691,0.95905511811,0.068,-0.144,-0.076,0.0128301886792,58.508,5.504,5.008,5.126,60.538,98.413,94.029,1443101400
MGI,0.545,9.016,8.85,8.471,0.695412844037,0.024,-0.079,-0.055,0.00271186440678,49.632,8.918,8.744,8.78,53.517,56.41,49.851,1443101400
FWV,1.462,21.478,21.31,20.016,0.885088919289,0.099,0.066,0.165,0.0046457062412,68.357,20.676,20.747,21.368,14.884,73.874,73.874,1443101400
APTS,1.307,11.217,10.99,9.91,0.826319816373,0.067,0.084,0.151,0.00609645131938,59.439,10.641,10.564,11.03,63.563,72.807,70.815,1443101400
DCTH,0.143,0.537,0.48,0.394,0.601398601399,0.009,-0.017,-0.008,0.01875,47.107,0.556,0.466,0.496,76.416,46.667,53.056,1443101400
BOOT,3.874,23.113,18.83,19.239,-0.105575632421,0.008,-1.446,-1.438,0.000424853956452,26.467,26.62,21.176,19.704,29.319,6.618,11.476,1443101400
ZAGG,0.684,7.624,7.28,6.94,0.497076023392,0.026,-0.04,-0.014,0.00357142857143,49.479,7.569,7.282,7.274,48.049,48.352,46.154,1443101400
ROIC,1.9,17.187,16.65,15.287,0.717368421053,0.105,0.005,0.11,0.00630630630631,53.682,16.518,16.237,16.858,85.161,73.373,81.46,1443101400
VEEV,2.934,26.977,24.6,24.043,0.189843217451,-0.01,0.006,-0.004,-0.000406504065041,40.218,26.237,25.51,25.708,42.515,11.923,32.055,1443101400
SCMP,5.934,29.035,23.97,23.101,0.146444219751,-0.345,0.8,0.454,-0.014392991239,45.325,23.135,26.068,25.874,31.755,10.938,19.335,1443101400
COSI,0.176,1.201,1.06,1.025,0.198863636364,0.011,-0.069,-0.059,0.0103773584906,37.541,1.355,1.113,1.062,77.283,26.087,28.986,1443101400
MOBL,0.817,4.155,3.39,3.338,0.0636474908201,0.013,-0.293,-0.281,0.00383480825959,29.367,4.701,3.747,3.504,23.337,11.539,14.103,1443101400
TCL-A.TO,7.742,21.254,19.23,13.512,0.73856884526,0.178,1.056,1.234,0.00925637025481,73.793,15.627,17.383,19.536,86.747,82.474,89.771,1443101400
ALDW,2.778,26.211,24.99,23.433,0.560475161987,-0.057,0.166,0.109,-0.00228091236495,53.563,23.623,24.822,24.492,33.661,65.66,47.545,1443101400
HALO,2.711,19.197,17.56,16.486,0.396163777204,0.14,-0.516,-0.376,0.00797266514806,43.934,20.464,17.842,18.07,61.732,34.906,37.841,1443101400
INDB,2.393,46.033,45.4,43.64,0.735478478897,0.174,-0.44,-0.267,0.00383259911894,49.297,46.754,44.837,45.158,59.863,69.149,63.593,1443101400
AEM,4.325,25.504,25.76,21.179,1.05919075145,0.29,-0.306,-0.017,0.0112577639752,60.619,24.286,23.342,24.094,67.197,97.634,61.507,1443101400
WTS,3.352,55.331,53.12,51.979,0.340393794749,-0.058,-0.038,-0.097,-0.00109186746988,46.723,53.121,53.655,53.434,41.02,25.272,31.703,1443101400
QURE,7.798,31.43,26.5,23.632,0.367786611952,-0.091,0.714,0.623,-0.00343396226415,46.629,26.66,27.531,28.82,40.495,16.129,22.071,1443101400
GDL.TO,0.727,9.505,8.98,8.778,0.277854195323,-0.017,-0.03,-0.046,-0.00189309576837,43.953,9.168,9.142,8.986,69.429,26.667,23.704,1443101400
ANCB,1.286,22.485,22.46,21.199,0.980559875583,0.099,-0.061,0.038,0.00440783615316,58.052,22.045,21.842,22.242,31.534,81.579,76.754,1443101400
CYNO,5.603,36.101,32.02,30.498,0.271640192754,-0.015,-0.47,-0.485,-0.000468457214241,38.38,36.306,33.3,33.006,43.519,13.587,19.406,1443101400
EPM,0.889,6.14,5.93,5.251,0.763779527559,0.037,0.115,0.152,0.00623946037099,57.506,5.524,5.696,5.878,63.399,75.281,79.192,1443101400
RMGN,0.159,0.957,0.89,0.798,0.578616352201,0.003,-0.012,-0.009,0.00337078651685,50.747,0.918,0.878,0.882,67.173,44.444,29.63,1443101400
UNIS,0.4942,1.4516,1.0,0.9574,0.0861999190611,-0.0123,-0.0984,-0.1107,-0.0123,34.1452,1.5292,1.2045,1.062,23.4156,17.2414,7.8475,1443101400
PRGN,0.598,0.794,0.35,0.196,0.257525083612,-0.004,-0.107,-0.112,-0.0114285714286,26.635,0.747,0.495,0.35,7.273,7.692,6.198,1443101400
NOA,0.302,2.289,2.22,1.987,0.771523178808,0.011,0.021,0.032,0.00495495495495,55.947,2.091,2.138,2.146,35.598,79.07,72.868,1443101400
IMDZ,3.933,18.284,14.85,14.351,0.126875158912,0.068,-0.467,-0.398,0.00457912457912,41.1,19.187,16.317,16.662,59.56,8.176,22.206,1443101400
TOWN,1.495,19.4,19.23,17.905,0.886287625418,-0.001,0.293,0.292,-5.20020800832e-05,64.797,17.834,18.653,18.958,68.006,94.245,75.54,1443101400
AVL.TO,0.054,0.189,0.14,0.135,0.0925925925926,-0.001,-0.01,-0.011,-0.00714285714286,37.747,0.194,0.162,0.146,62.538,20.0,6.667,1443101400
BONT,0.882,4.455,4.02,3.573,0.506802721088,0.025,0.017,0.042,0.00621890547264,49.347,4.29,4.014,4.152,52.088,40.23,40.613,1443101400
ECT,0.371,2.271,1.98,1.9,0.215633423181,0.008,-0.067,-0.059,0.0040404040404,41.134,2.297,2.086,2.016,35.295,42.857,41.157,1443101400
OSUR,0.47,5.464,5.45,4.994,0.970212765957,0.021,-0.036,-0.016,0.00385321100917,55.888,5.25,5.229,5.224,62.931,96.429,63.393,1443101400
BOS.TO,3.905,24.457,20.09,20.552,-0.118309859155,-0.282,-0.18,-0.462,-0.0140368342459,29.786,22.859,22.505,21.238,9.268,14.118,9.439,1443101400
DAR,1.727,13.01,11.73,11.283,0.258830341633,-0.027,-0.321,-0.347,-0.00230179028133,40.002,12.862,12.147,11.57,37.455,30.252,16.94,1443101400
VRA,4.78,15.183,13.01,10.403,0.54539748954,-0.062,0.616,0.554,-0.00476556495004,56.241,11.547,12.793,13.264,40.854,18.44,23.006,1443101400
ANIP,11.377,57.151,46.2,45.774,0.0374439658961,-0.444,-1.341,-1.785,-0.00961038961039,37.181,58.02,51.463,49.244,38.001,17.219,9.319,1443101400
TA,1.682,12.837,11.98,11.155,0.490487514863,0.101,-0.317,-0.217,0.00843071786311,43.589,13.707,11.996,12.172,55.611,31.937,34.769,1443101400
CERS,1.319,6.004,5.39,4.685,0.534495830174,-0.018,0.136,0.118,-0.00333951762523,51.596,5.204,5.345,5.476,61.906,52.941,50.064,1443101400
TTOO,2.124,12.892,10.99,10.768,0.104519774011,-0.001,-0.392,-0.393,-9.0991810737e-05,34.273,13.558,11.83,11.63,59.843,7.571,13.823,1443101400
NAO,0.739,6.805,6.36,6.066,0.397834912043,0.029,-0.086,-0.057,0.00455974842767,47.746,6.816,6.436,6.382,39.508,39.344,49.609,1443101400
NRX,0.45,4.197,3.77,3.747,0.0511111111111,0.028,-0.125,-0.097,0.00742705570292,39.238,4.449,3.972,4.012,58.742,10.606,32.323,1443101400
WEF.TO,0.314,1.943,1.69,1.629,0.194267515924,-0.005,-0.063,-0.068,-0.00295857988166,38.351,1.948,1.786,1.668,38.226,29.032,27.957,1443101400
LMS.V,0.7,1.387,1.3,0.687,0.875714285714,0.028,0.058,0.085,0.0215384615385,65.73,0.954,1.037,1.222,58.422,100.0,85.816,1443101400
SNC.TO,2.686,40.035,37.84,37.349,0.182799702159,0.032,-0.53,-0.498,0.000845665961945,43.26,40.617,38.692,38.178,37.606,16.149,23.085,1443101400
CNE.TO,0.929,3.088,2.87,2.159,0.765339074273,0.04,0.101,0.141,0.01393728223,59.886,2.517,2.624,2.918,44.435,71.831,74.755,1443101400
PROV,0.991,16.97,16.41,15.979,0.434914228052,0.0327,0.0625,0.0953,0.00199268738574,47.5705,16.3763,16.4745,16.802,67.343,34.1666,63.0037,1443101400
CVTI,4.097,24.483,19.1,20.386,-0.313888210886,-0.234,-0.488,-0.722,-0.0122513089005,30.515,23.737,22.435,21.334,51.908,2.395,5.461,1443101400
MDLY,1.688,8.438,7.04,6.75,0.171800947867,-0.014,-0.309,-0.323,-0.00198863636364,34.32,8.859,7.594,7.232,34.243,9.524,12.538,1443101400
INTG,6.679,30.149,27.5,23.47,0.603383740081,0.173,-0.159,0.014,0.00629090909091,51.514,26.106,26.81,28.184,68.048,54.579,53.297,1443101400
OMG,0.62,33.801,33.38,33.181,0.320967741935,-0.001,-0.026,-0.027,-2.99580587178e-05,42.676,33.735,33.491,33.47,46.455,42.046,48.106,1443101400
FCN,4.671,43.625,42.49,38.954,0.757011346607,0.145,0.42,0.565,0.00341256766298,59.806,41.119,41.29,42.376,66.045,71.468,71.286,1443101400
IPI,2.45,8.34,5.99,5.89,0.0408163265306,-0.089,-0.483,-0.572,-0.014858096828,30.389,8.491,7.115,6.172,28.807,26.941,10.577,1443101400
RLJ,3.325,29.142,25.96,25.817,0.043007518797,-0.138,-0.424,-0.562,-0.00531587057011,36.45,29.054,27.48,26.382,44.034,2.597,5.479,1443101400
JVA,0.896,4.9395,4.11,4.0435,0.07421875,-0.0413,-0.1112,-0.1525,-0.0100486618005,30.872,4.7352,4.4915,4.192,32.7843,5.6818,6.9385,1443101400
AREX,0.682,2.777,2.29,2.095,0.285923753666,0.046,-0.22,-0.174,0.0200873362445,41.651,3.454,2.436,2.356,42.727,25.51,22.442,1443101400
ATMI,29.443,16.616,33.98,-12.827,1.58974968583,2.156,0.532,2.688,0.0634490876986,99.968,0.789,1.895,6.956,99.626,99.941,33.314,1398801600
TVPT,3.315,15.787,13.81,12.472,0.403619909502,-0.015,0.333,0.317,-0.00108616944243,44.754,13.667,14.13,14.728,54.197,34.052,60.276,1443101400
VISN,1.945,9.535,7.99,7.59,0.205655526992,0.001,-0.486,-0.485,0.000125156445557,39.509,9.772,8.563,7.996,25.998,22.5,20.969,1443101400
CG,3.241,22.022,18.58,18.781,-0.0620178957112,0.022,-1.05,-1.028,0.00118406889128,28.811,23.93,20.402,19.478,30.609,13.88,8.821,1443101400
HIMX,1.647,8.194,8.1,6.547,0.94292653309,0.092,0.14,0.232,0.0113580246914,65.931,7.402,7.371,7.842,66.689,97.368,87.629,1443101400
TSL,1.181,9.586,8.78,8.405,0.317527519052,0.01,-0.082,-0.072,0.00113895216401,44.015,9.471,8.996,8.98,55.991,29.371,35.377,1443101400
RATE,1.693,11.167,10.4,9.474,0.546958062611,-0.007,0.163,0.156,-0.000673076923077,51.383,10.014,10.321,10.54,51.274,27.679,43.152,1443101400
OTIV,0.2704,1.0567,0.86,0.7863,0.272559171598,-0.005,-0.0605,-0.0655,-0.00581395348837,38.9932,1.0893,0.9215,0.822,29.9947,40.7407,20.9876,1443101400
MELA,0.083,1.234,1.18,1.151,0.349397590361,-0.001,0.015,0.014,-0.000847457627119,49.35,1.16,1.193,1.208,66.045,16.667,27.778,1443101400
ETRM,0.061,0.306,0.26,0.245,0.245901639344,0.002,-0.01,-0.008,0.00769230769231,41.296,0.308,0.276,0.272,25.703,12.5,13.095,1443101400
MTSL,0.174,1.397,1.3,1.223,0.442528735632,0.039,-0.153,-0.114,0.03,39.609,1.99,1.31,1.296,87.818,42.308,42.308,1443101400
NAII,0.782,6.382,6.3,5.6,0.895140664962,0.048,0.067,0.115,0.00761904761905,62.169,5.907,5.991,6.31,74.264,82.813,86.334,1443101400
PDLI,0.544,5.628,5.45,5.084,0.672794117647,0.038,-0.128,-0.09,0.00697247706422,49.615,5.775,5.356,5.328,65.728,79.545,76.112,1443101400
SEED,0.192,1.461,1.45,1.269,0.942708333333,0.022,-0.013,0.009,0.0151724137931,56.122,1.452,1.365,1.422,50.957,75.0,78.333,1443101400
MEA,19.143,14.048,0.595,-5.095,0.297236587787,-0.012,1.963,1.951,-0.0201680672269,35.794,1.818,4.476,8.383,85.281,5.752,68.482,1442001600
UEIC,3.415,47.255,44.67,43.84,0.243045387994,0.101,-0.492,-0.391,0.00226102529662,40.999,48.039,45.547,45.816,38.728,5.158,20.133,1443101400
LAND,0.47,9.439,9.32,8.969,0.746808510638,0.055,-0.135,-0.08,0.00590128755365,48.976,9.793,9.204,9.338,69.083,64.0,62.0,1443101400
VDSI,3.617,18.589,17.8,14.972,0.781863422726,0.363,-0.824,-0.46,0.020393258427,49.869,20.765,16.781,17.58,75.656,68.75,55.784,1443101400
REX,6.278,54.646,51.41,48.368,0.484549219497,0.279,-0.384,-0.106,0.00542695973546,49.911,53.826,51.507,51.574,41.6,51.733,55.124,1443101400
TNGO,0.532,7.947,7.61,7.415,0.366541353383,0.101,-0.369,-0.268,0.0132720105125,33.287,9.444,7.681,7.708,36.844,39.241,45.57,1443101400
MIFI,0.624,2.802,2.45,2.178,0.435897435897,0.009,-0.046,-0.036,0.00367346938776,48.124,2.566,2.49,2.444,39.888,70.0,60.567,1443101400
RCPI,0.179,1.098,1.06,0.919,0.787709497207,0.015,-0.021,-0.006,0.0141509433962,51.975,1.128,1.009,1.038,72.814,44.444,46.385,1443101400
GNVC,0.519,2.791,2.54,2.272,0.516377649326,0.002,0.062,0.064,0.000787401574803,51.844,2.393,2.532,2.674,62.278,50.649,54.113,1443101400
CLV.V,0.022,0.052,0.035,0.03,0.227272727273,-0.001,-0.001,-0.002,-0.0285714285714,42.265,0.039,0.041,0.035,6.704,0.0,0.0,1443101400
SYMX,0.117,1.013,0.9,0.896,0.034188034188,0.006,-0.04,-0.033,0.00666666666667,40.632,1.129,0.955,0.944,26.367,25.0,20.238,1443101400
LPLA,2.527,41.301,40.61,38.774,0.726553225168,0.324,-0.758,-0.434,0.00797833046048,47.906,43.232,40.038,40.452,65.247,38.395,47.361,1443101400
FXEN,0.185,1.07,0.94,0.885,0.297297297297,-0.009,0.022,0.013,-0.00957446808511,46.249,0.903,0.978,0.964,44.063,19.048,26.984,1443101400
NUS,6.869,47.09,40.82,40.221,0.0872033774931,-0.406,-0.428,-0.834,-0.00994610485056,37.909,43.067,43.656,41.13,23.4,11.129,10.917,1443101400
NES,1.295,2.972,1.8,1.677,0.0949806949807,-0.017,-0.177,-0.194,-0.00944444444444,34.559,2.835,2.325,1.972,23.387,11.29,5.461,1443101400
HOLI,2.752,18.824,16.39,16.072,0.115552325581,0.027,-0.468,-0.441,0.00164734594265,34.192,19.612,17.448,17.304,57.394,3.644,18.974,1443101400
WLDN,3.345,11.764,10.31,8.419,0.565321375187,0.077,0.201,0.278,0.0074684772066,50.272,10.282,10.092,10.904,68.875,51.373,64.715,1443101400
BOBE,4.071,47.577,45.08,43.506,0.38663718988,0.023,-0.363,-0.34,0.000510204081633,44.879,47.531,45.542,45.252,43.182,26.37,18.923,1443101400
RUSHA,2.041,26.161,25.24,24.12,0.548750612445,0.034,0.086,0.12,0.0013470681458,50.04,25.105,25.141,25.548,65.482,40.945,39.764,1443101400
SYN,1.331,3.359,3.19,2.028,0.873027798648,0.072,0.077,0.149,0.0225705329154,63.541,2.837,2.694,3.12,67.132,80.159,71.939,1443101400
CPRX,0.966,4.438,4.09,3.472,0.639751552795,0.039,-0.016,0.023,0.00953545232274,50.975,4.381,3.955,4.16,58.319,55.208,54.167,1443101400
KONE,0.724,4.328,3.94,3.604,0.46408839779,0.021,-0.097,-0.077,0.00532994923858,43.84,4.518,3.966,4.002,66.062,35.0,55.448,1443101400
DAKP,0.732,1.247,0.89,0.515,0.512295081967,0.01,0.026,0.036,0.0112359550562,49.783,0.893,0.881,1.054,78.051,13.636,16.215,1443101400
YY,5.218,57.771,54.74,52.553,0.419126101955,0.285,-0.846,-0.561,0.00520643039825,44.388,57.965,55.162,55.86,38.764,38.423,51.286,1443101400
JAKK,1.159,10.199,9.18,9.04,0.120793787748,-0.086,0.06,-0.026,-0.00936819172113,39.833,9.449,9.62,9.308,66.237,16.667,18.297,1443101400
VEC,2.263,24.802,22.98,22.539,0.194874060981,-0.035,-0.404,-0.439,-0.00152306353351,41.622,24.351,23.671,23.232,47.494,38.095,33.2,1443101400
HOS,5.737,19.896,14.26,14.159,0.0176050200453,-0.281,-0.638,-0.919,-0.0197054698457,29.364,17.986,17.028,15.052,20.898,6.193,5.924,1443101400
ZAZA,0.1686,0.4688,0.37,0.3002,0.413997627521,0.009,-0.0563,-0.0473,0.0243243243243,41.3282,0.5593,0.3845,0.364,75.7183,35.7143,30.9524,1443101400
CAP,1581.082,2492.592,0.01,911.51,-0.576503938442,-113.201,-10.386,-123.587,-11320.1,6.762,1761.605,1702.051,1466.862,82.029,0.0,41.85,1443101400
SPWH,2.484,14.658,12.54,12.174,0.147342995169,-0.139,0.421,0.282,-0.0110845295056,40.438,12.487,13.416,13.444,51.785,6.693,18.552,1443101400
AVO.TO,3.188,14.011,11.49,10.823,0.209222082811,0.064,-0.806,-0.742,0.00557006092254,30.143,14.852,12.417,11.888,45.573,11.446,12.36,1443101400
GRC.V,0.097,0.674,0.67,0.577,0.958762886598,0.015,-0.026,-0.011,0.0223880597015,53.486,0.746,0.626,0.656,62.227,81.818,74.849,1443101400
QUAD,1.682,14.647,12.97,12.965,0.00297265160523,-0.025,-0.482,-0.507,-0.00192752505783,29.018,15.361,13.806,13.27,51.739,16.959,12.135,1443101400
PGC,0.972,21.599,21.02,20.627,0.404320987654,0.006,-0.089,-0.083,0.000285442435775,46.734,21.572,21.113,20.944,56.784,35.849,33.333,1443101400
WPRT,1.073,3.75,2.8,2.677,0.114631873253,-0.032,-0.209,-0.241,-0.0114285714286,33.663,3.794,3.214,2.824,30.307,20.952,12.084,1443101400
CPXX,0.56,2.544,2.08,1.984,0.171428571429,-0.03,0.008,-0.022,-0.0144230769231,37.901,2.241,2.264,2.162,37.205,10.606,9.115,1443101400
HPJ,0.464,2.538,2.33,2.074,0.551724137931,0.036,-0.1,-0.063,0.0154506437768,42.908,2.772,2.306,2.39,57.266,56.0,61.333,1443101400
EML,0.849,16.632,15.92,15.783,0.16136631331,0.033,-0.267,-0.234,0.00207286432161,39.312,17.131,16.208,16.128,69.227,10.968,15.09,1443101400
ZIOP,6.256,13.583,12.72,7.327,0.862052429668,0.384,0.312,0.696,0.0301886792453,67.127,11.103,10.455,12.588,82.386,89.027,89.165,1443101400
APPY,0.075,0.442,0.37,0.367,0.04,-0.004,-0.006,-0.01,-0.0108108108108,38.843,0.419,0.405,0.384,27.706,25.0,25.0,1443101400
RM,1.477,16.609,15.97,15.132,0.567366283006,0.129,-0.342,-0.212,0.00807764558547,46.886,17.092,15.871,16.054,67.828,36.596,39.575,1443101400
NX.V,0.015,0.044,0.035,0.029,0.4,0.0,0.001,0.001,0.0,46.251,0.038,0.037,0.038,70.987,33.333,55.556,1443101400
DOOR,4.89,68.11,64.35,63.22,0.231083844581,-0.037,-0.274,-0.311,-0.000574980574981,42.112,67.127,65.665,65.522,57.109,22.27,30.121,1443101400
VLTC,2.071,8.536,7.73,6.465,0.610816030903,-0.009,0.13,0.121,-0.00116429495472,51.786,7.288,7.501,7.73,75.592,42.657,56.626,1443101400
CSOD,3.748,38.995,36.44,35.247,0.318303094984,-0.136,0.262,0.126,-0.00373216245884,45.009,36.674,37.121,37.074,55.46,6.291,20.948,1443101400
XONE,1.043,7.876,7.25,6.833,0.399808245446,0.061,-0.194,-0.133,0.00841379310345,44.808,8.398,7.355,7.496,56.378,35.385,37.609,1443101400
ATEA,0.614,2.61,2.5,1.996,0.820846905537,0.02,0.112,0.131,0.008,67.823,1.998,2.303,2.516,51.726,84.286,89.519,1443101400
MAT,1.517,23.767,22.6,22.25,0.230718523401,0.008,-0.078,-0.07,0.000353982300885,44.669,23.52,23.009,22.884,37.039,25.234,26.038,1443101400
UBNK,1.277,13.339,13.09,12.062,0.80501174628,0.085,-0.046,0.04,0.00649350649351,57.247,13.152,12.701,13.08,49.232,80.556,78.395,1443101400
INN-UN.TO,0.342,5.312,5.0,4.97,0.0877192982456,-0.017,0.002,-0.015,-0.0034,43.329,5.082,5.141,5.076,76.246,2.439,13.313,1443101400
INAP,1.754,9.658,8.39,7.904,0.277080957811,-0.052,-0.007,-0.059,-0.0061978545888,41.247,9.002,8.781,8.558,43.263,20.0,22.469,1443101400
IMMY,1.32,8.003,6.88,6.683,0.149242424242,-0.035,-0.199,-0.234,-0.00508720930233,33.008,7.798,7.343,6.89,36.707,18.853,21.948,1443101400
WEW.TO,0.125,2.401,2.36,2.276,0.672,0.009,-0.017,-0.009,0.00381355932203,51.397,2.417,2.339,2.352,94.481,50.0,46.296,1443101400
MYA.V,0.034,0.212,0.22,0.178,1.23529411765,0.002,-0.006,-0.004,0.00909090909091,61.479,0.215,0.195,0.194,54.674,100.0,44.444,1443101400
DATA,18.269,100.67,85.59,82.401,0.174557994417,-0.266,-4.548,-4.814,-0.0031078397009,32.842,105.316,91.536,84.962,25.563,25.804,19.243,1443101400
NI,1.742,17.777,17.59,16.035,0.892652123995,0.111,0.019,0.131,0.00631040363843,59.777,17.042,16.906,17.452,67.88,90.116,81.977,1443101400
AUMN,0.054,0.332,0.28,0.278,0.037037037037,-0.002,-0.005,-0.007,-0.00714285714286,38.883,0.316,0.305,0.296,39.047,16.667,17.778,1443101400
LMCA,1.26,38.05,36.89,36.79,0.0793650793651,-0.065,0.093,0.028,-0.00176199512063,44.783,37.117,37.42,37.258,53.122,17.033,27.294,1443101400
AGNC,1.076,19.772,19.67,18.696,0.905204460967,0.07,0.011,0.08,0.00355871886121,58.992,19.219,19.234,19.582,65.298,94.06,86.139,1443101400
RX.V,0.343,7.185,7.05,6.842,0.606413994169,0.006,0.016,0.022,0.000851063829787,51.606,7.023,7.014,7.038,68.726,50.0,40.833,1443101400
TCP,5.252,55.558,50.25,50.306,-0.010662604722,-0.181,-0.664,-0.845,-0.00360199004975,39.578,54.901,52.932,51.258,28.396,28.889,25.496,1443101400
PLS.TO,0.237,2.149,2.0,1.912,0.371308016878,-0.004,0.012,0.008,-0.002,44.567,2.031,2.031,2.052,56.703,3.846,16.307,1443101400
SPTN,2.651,28.794,26.3,26.143,0.0592229347416,0.034,-1.097,-1.064,0.0012927756654,32.527,30.543,27.469,26.712,36.59,8.333,7.841,1443101400
MAX.TO,0.095,0.421,0.32,0.326,-0.0631578947368,-0.007,-0.002,-0.01,-0.021875,34.749,0.367,0.374,0.346,33.914,18.182,6.061,1443101400
ALL,2.383,59.384,58.59,57.001,0.66680654637,0.304,-1.135,-0.831,0.00518859873699,45.068,62.809,58.192,58.266,57.69,59.868,53.618,1443101400
TGH,2.04,17.824,17.14,15.784,0.664705882353,0.178,-0.734,-0.556,0.0103850641774,48.112,20.032,16.804,16.614,47.731,74.886,38.086,1443101400
TAOM,0.265,3.024,2.93,2.759,0.645283018868,0.016,-0.049,-0.033,0.00546075085324,49.184,3.025,2.892,2.9,48.386,96.429,94.048,1443101400
MSA,3.387,45.975,42.34,42.588,-0.0732211396516,-0.061,-0.834,-0.896,-0.00144071799717,33.591,46.977,44.282,43.302,26.917,6.516,8.753,1443101400
REPH,5.718,18.163,14.75,12.445,0.403112976565,-0.136,0.674,0.538,-0.00922033898305,47.398,14.356,15.304,15.718,71.637,27.746,51.696,1443101400
BBW,1.213,20.239,19.42,19.026,0.324814509481,-0.062,0.112,0.05,-0.00319258496395,48.805,18.962,19.633,19.63,34.999,28.324,32.563,1443101400
PEBO,1.312,21.806,21.09,20.494,0.454268292683,0.036,-0.221,-0.185,0.00170697012802,46.384,21.938,21.15,21.034,39.721,39.316,28.775,1443101400
CUO,3.499,16.0935,15.3,12.5945,0.773220920263,0.2068,-0.2578,-0.051,0.0135163398693,56.6108,15.131,14.344,14.644,55.4156,100.0,91.8333,1443101400
DRNK,0.0012,0.0016,0.0013,0.0004,0.75,0.0001,0.0001,0.0002,0.0769230769231,59.5657,0.0009,0.001,0.0014,78.6407,54.5455,69.8052,1443101400
KEYW,1.938,8.734,6.62,6.796,-0.0908152734778,-0.121,-0.154,-0.275,-0.0182779456193,31.287,8.223,7.765,7.072,33.517,9.778,10.207,1443101400
LIVE,0.443,1.906,1.67,1.463,0.467268623025,0.025,-0.062,-0.037,0.0149700598802,46.94,1.979,1.685,1.78,72.806,30.357,36.905,1443101400
NCI,0.76,15.981,15.75,15.221,0.696052631579,0.002,0.066,0.068,0.000126984126984,54.236,15.341,15.601,15.616,63.264,74.627,65.174,1443101400
BONE,0.298,3.862,3.73,3.564,0.557046979866,-0.01,0.034,0.024,-0.00268096514745,51.339,3.537,3.713,3.688,27.889,40.741,44.837,1443101400
PENN,1.458,18.572,17.11,17.114,-0.00274348422497,-0.059,-0.199,-0.258,-0.00344827586207,36.826,18.397,17.843,17.382,46.523,16.565,8.654,1443101400
ESPR,9.528,51.505,42.72,41.977,0.0779806884971,0.67,-5.108,-4.438,0.0156835205993,35.278,65.003,46.741,44.478,41.891,17.104,30.746,1443101400
TAYO,0.087,0.109,0.044,0.022,0.252873563218,-0.001,-0.004,-0.006,-0.0227272727273,44.246,0.07,0.066,0.057,15.059,7.018,9.705,1443101400
AHS,4.091,37.054,36.75,32.963,0.92569054021,0.13,0.627,0.757,0.00353741496599,62.811,33.08,35.008,36.17,71.663,81.25,88.189,1443101400
