Ticker&Date,EPS,AvgV%,VF%,priceChange,50MA%,Title,FutP
CUK,3.22,0.787191463,0.001439546,0.001500214,-0.007434155,,-0.011295823
CUM.TO,-0.37,0.742644535,0.001565971,-0.043478261,-0.043478261,,-0.022222222
CUNB,1.36,0.704110001,0.001526719,-0.010460251,-0.004210526,1,-0.02212766
CUO.V,-0.09,0.203224495,0.000161261,0,-0.052631579,,#N/A
CUO,2.147,0.163794418,0.003453376,0.015473755,-0.082415701,,0.023139746
CUR,-0.219,0.373308803,0.003052119,-0.036206897,-0.071736964,,-0.074074074
CUS.TO,-0.23,1.029414323,0.003176034,0,0.047945205,,0
CUTR,-0.17,1.008105647,0.004214755,-0.056140351,0.081189711,,0.062256809
CUU.V,0,1.457708841,0.001201026,0,0,2,0
CUZ,0.66,1.390780473,0.024939619,-0.011464968,-0.198347107,2,-0.001298701
CVA,0.34,1.549897041,0.011976351,-0.016556291,-0.012632979,,-0.010169492
CVBF,0.96,0.77253739,0.003084985,-0.007071302,-0.027136259,1,-0.010035419
CVCO,3.15,0.354992112,0.003694266,-0.0228359,-0.060937022,,-0.008690929
CVCY,1.41,0.742668494,0.003975857,0.017229002,-0.091084028,,0.023223082
CVE.TO,0.93,1.886015,0.003690722,-0.00968523,0.071241488,,0.018181818
CVE,0.7,0.878667327,0.001835294,-0.009061489,0.052957359,,0.019762846
CVEO,-1.47,0.717634168,0.005092752,-0.016949153,0.026548673,,0
CVG.TO,2.87,3.015075377,0.000809717,-0.000344709,-0.005486968,,0.003448276
CVG,1.71,0.763162558,0.003775601,-0.001009082,-0.000336587,,-0.013140162
CVGI,0.19,0.35522418,0.003476723,-0.038817006,-0.063063063,,-0.057915058
CVGW,1.93,0.548199713,0.006019596,-0.022328549,-0.066118221,,-0.016420361
CVI,0.28,0.426220239,0.026039406,0.008707301,0.028688525,,-0.076190476
CVLT,-0.02,3.046396935,0.025767812,-0.005892857,0.047610087,9,-0.013569749
CVLY,1.48,1.035016444,0.001566847,0.000949217,-0.013564079,1,-0.010396975
CVM,-0.18,0.417770589,0.002547458,-0.01010989,-0.300403852,,0
CVO,4.2,0.755171126,0.005430994,0.002656042,0.034246575,,0.007978723
CVR.V20161019,-0.01,0.016669445,5.79E-06,0,0,,#N/A
CVRR,0.18,0.247232806,0.004529477,0,0.02739726,,-0.117647059
CVRS,-0.248,0.779265453,0.003051259,0.002894057,-0.140871259,1,0.035054945
CVS,4.35,0.714178531,0.003572791,-0.004441913,-0.017975508,1,-0.006041952
CVT,-0.42,1.019309344,0.010784671,0.012353706,-0.012055838,,-0.00319081
CVTI,1.32,1.321433275,0.017360876,0.015518312,-0.100110011,,0.007357449
CVU,-0.504,0.132518885,0.000207597,0.018768769,0.013897191,,0.013513514
CVV,0.06,0.276519935,0.001197695,-0.024447031,-0.022170362,,-0.022974607
CVX,-0.4,0.756530778,0.002508515,0.000198511,-0.002869582,8,-0.015663481
CW,3.84,0.879496964,0.003975197,0.005216979,-0.034396355,2,0.027610209
CWAY,0.57,0.120345386,0.000125035,0,-0.00748503,,0
CWB.TO,2.25,0.8338968,0.00281539,-0.016829746,-0.007898894,1,0.013972056
CWBC,0.67,0.030784913,3.14E-05,0,-0.042424242,,0
CWBK,1.05,1.23523456,0.001016949,0,0.000633312,,-0.003785489
CWCO,0.52,0.818014056,0.002896427,-0.013761468,-0.066840278,,0
CWEI,-14.2,3.525337236,0.327089423,0.137641475,0.149815498,5,-0.032629976
CWM.V,-0.015,1.044039484,0.000576913,0,-0.205607477,,#N/A
CWST,-0.18,1.263951606,0.008525862,-0.005319149,0.122,,-0.024064171
CWT,0.92,0.64137772,0.002520416,0.007668712,0.031073446,1,0.010989011
CWV.V20161021,-0.096,0.283257165,0.000377627,0,-0.051724138,,#N/A
CWX.TO,1.14,0.635802402,0.003804994,-0.004587156,-0.013636364,,-0.01529052
CX,0.02,0.790270579,0.00071415,-0.010845987,0.119018405,,-0.016465423
CXD.V20161004,-0.04,0.15,1.68E-05,0,-0.2,,0
CXDC,1.17,0.120880596,0.00025923,-0.022222222,-0.05982906,,0.011363636
CXG-A.V20161021,0.01,8.557736194,0.005717771,0,0.636363636,,#N/A
CXO,-8.77,1.043728559,0.011725176,-0.018006051,0.000225496,1,-0.009559804
CXP,0.4,0.822446143,0.003327193,0.008234218,-0.020444444,,-0.018484288
CXRX,-13.21,1.40797746,0.063886656,-0.091764706,-0.249027237,3,-0.051813472
CXW,1.72,0.381598003,0.01240804,0.002184996,-0.07027027,,-0.019823789
CY,-2.03,0.555481152,0.010376742,-0.004612546,-0.064180399,,-0.011560694
CYAN,-0.89,0.9371293,0.001060972,0.057142857,0.085333333,3,0.001004902
CYBE,0.55,0.986561958,0.014516688,0,0.046610169,5,-0.030612245
CYBR,0.77,0.319216786,0.008818231,-0.016282512,-0.069972011,,-0.024568966
CYD,1.03,3.667852723,0.005354739,0.025116279,0.011009174,,-0.009025271
CYH,-12.93,0.431647824,0.028130666,-0.013487476,-0.049210771,,-0.223076923
CYNO,0.85,8.103436446,0.077871973,-0.174431818,-0.15244021,7,0.039942597
CYRN,-0.13,0.754635903,0.000676159,0.004310345,-0.008510638,,-0.007009245
CYRX,-1.29,0.798089226,0.00131386,0.031578947,-0.01010101,1,-0.035714286
CYS,0.88,1.198328459,0.009623982,0.020070838,0.004651163,,-0.008073818
CYT.TO,-3.38,0.025252525,3.38E-05,0,0.189591078,,0.01010101
CYTK,-1.07,0.793763914,0.010722533,-0.010976948,-0.012061404,,-0.014508929
CYTR,-0.913,0.421695426,0.008003939,-0.007755102,-0.119043305,,-0.020142421
CYTX,-1.06,0.266322194,0.001844482,0,-0.084577114,,-0.000546448
CZICF,-0.012,1.555020245,0.000788519,0.029012346,-0.200862895,,-0.01253125
CZN.TO,-0.02,3.483278104,0.007031936,0.05,-0.25,,-0.045454545
CZNC,1.29,1.076718837,0.001312606,-0.005985267,-0.002771363,1,-0.011310085
CZR,-22.52,0.672092373,0.018754501,-0.006849315,-0.02422611,,0
CZWI,0.61,0.008912916,3.32E-05,0,-0.014571949,,#N/A
CZZ,0.71,1.513186129,0.017497119,-0.014069264,0.205026455,,-0.015250545
D-UN.TO,-7.33,0.653577991,0.001676285,-0.002932551,-0.318090654,,-0.004747774
D,3.21,0.774867719,0.003334312,0.003829322,-0.008108108,3,-0.001770394
DAC,1.25,0.844778764,0.001412093,0.035856574,-0.061371841,,-0.04494382
DAIO,0.13,0.3014768,0.001283782,-0.008264463,0.016949153,,-0.027777778
DAKP,-0.55,0.234828783,0.004441631,0,-0.583333333,,0.131578947
DAKT,0.09,0.393000189,0.003411107,-0.014925373,-0.080385852,,-0.024390244
DAL,6.17,0.863024701,0.011788028,0.000242718,0.055584016,,-0.003604037
DAN.V,-0.04,0.325812314,0.000156693,0.011235955,0.011235955,,-0.011111111
DAN,0.49,0.838483194,0.009943906,-0.020462046,-0.010666667,,-0.001313198
DAR,0.66,0.475837895,0.004327589,-0.00658376,0.008166295,1,-0.016825165
DATA,-2.02,0.984435649,0.026589492,-0.017648266,-0.098663152,2,-0.021765914
DAU.V,-0.06,0.752181326,0.000527018,0,0.529411765,,#N/A
DAVE,-0.61,0.432971546,0.003075,-0.009708738,-0.05027933,,0
DB,-6.47,0.756578636,0.005265712,0.009193777,0.050036792,13,-0.008891929
DBD,3.06,0.840557886,0.011629021,-0.013605442,-0.109701187,,-0.015184382
DBL.V,-0.01,0.809095761,0.002469487,0.222222222,0.375,,0
DBVT,-1.83,1.571976992,0.003387085,-0.026224244,0.005804312,1,-0.022554348
DC-A.TO,-5.39,0.667680278,0.000460328,0.016845329,0.013740458,,-0.007621951
DCI,1.42,0.829968505,0.003508708,-0.004694836,-0.017448201,,-0.008783969
DCIX,-3.47,0.731772365,0.00576576,0.008,-0.234042553,2,-0.045454545
DCM,1.47,2.371101828,0.000442551,0.008684864,-0.020088389,,-0.004029009
DCO,-5.01,0.624058021,0.004166702,-0.034958149,-0.099264706,,-0.013712544
DCOM,2.26,0.662265476,0.002183345,-0.002941176,-0.004697592,,-0.002949853
DCT,1.16,0.822186752,0.005221112,0.000421496,-0.001262361,,-0.015236052
DCTH,-11.5,0.407357428,0.01495262,0.031390135,-0.278996865,,0.064807766
DD,2.51,1.303773136,0.003765782,-0.006138473,0.021420188,20,0.013642961
DDC.TO,-0.72,0.767255257,0.002385352,-0.003344482,0.023175966,,-0.005106383
DDC,-0.72,0.53030731,0.00211531,-0.004464286,0.007909605,,-0.005701254
DDD,-5.83,0.825774666,0.023449817,-0.020422535,-0.131710362,1,-0.03317208
DDE,0.06,0.247256767,0.00054594,-0.025,0.063636364,,-0.027027027
DDR-PK,0.596,0.217027694,5.17E-06,0.013700656,-0.002672139,,0
DDR,0.6,0.589853591,0.006075492,-0.001239157,-0.064965197,1,-0.039873418
DDS,6.05,0.405771713,0.01278911,-0.008091706,-0.025505134,,-0.027522936
DE,4.99,0.657789118,0.007824528,0.002200857,0.023178808,,-0.00560064
DEA,0.07,0.369545765,0.003113755,0.002061856,0.014084507,,-0.024857587
DEAC,-0.213,1.439361895,0.007884629,-0.142857143,-0.625,,#N/A
DEC.V,-0.03,0.95199643,0.001238681,0.2,-0.142857143,1,0.2
DECK,3.38,1.832015676,0.032163408,-0.001138088,-0.113169417,,-0.017231365
DEE.TO,-0.17,0.829633366,0.001524038,-0.034782609,0.11,,-0.009433962
DEI,0.39,0.520646442,0.002201437,-0.003563596,-0.003563596,,-0.011297878
DEL,0.36,0.581993881,0.002538926,-0.025468038,-0.135806162,,-0.022909091
DELT,0.58,0.078776105,0.002546305,-0.023622047,-0.194805195,,-0.0625
DENN,0.2,0.836766606,0.003983516,-0.016236867,-0.017175573,,0.001968504
DEO,4.43,1.674372917,0.001601974,-0.000184775,-0.038898757,,-0.011059908
DEPO,-1.22,0.475395337,0.013268727,0,-0.025963149,1,-0.016170213
DEQ.V,-0.04,0.012514642,6.99E-05,0,0,2,#N/A
DERM,-3.49,0.431377731,0.003394824,-0.013615734,-0.034074074,,-0.005271318
DEST,-0.21,1.52637293,0.010919741,-0.045081967,0.088785047,,-0.044709389
DF,1.21,0.739312645,0.014597377,0.005376344,0.02559415,,-0.007134364
DFBG,0.27,2.413464831,0.007729546,0.0125,-0.27027027,,0
DFRG,0.79,0.736685061,0.006287315,-0.017793594,-0.011461318,1,-0.014492754
DFS,5.32,1.336718389,0.008396051,-0.001600569,-0.012489006,8,-0.00994938
DFT,0,0.391628632,0.004342763,0.005152225,0.021661509,,-0.030113226
DG,4.28,0.42884312,0.006869682,0.001174916,-0.028086684,,-0.014897035
DGAS,0.78,0.354566851,0.000734046,-0.010012516,-0.00835771,,-0.007179054
DGC.TO,-0.52,0.766388416,0.007520814,0.039071567,0.301987397,,-0.03625731
DGI,0.52,0.740267509,0.003603372,-0.007648184,-0.021493213,7,-0.066037736
DGICA,1.03,0.300414938,0.000678508,-0.005593536,-0.00990099,,-0.004455761
DGII,0.61,0.568449939,0.001586498,-0.010840108,-0.035242291,1,-0.05
DGLY,-1.95,0.992020897,0.028397078,-0.046875,0.053540587,,-0.040983607
DGO.V,-0.01,0.12569426,0.00089522,-0.125,-0.125,,0
DGX,4.71,1.028346191,0.007717713,-0.00763632,-0.006569517,1,-0.006710575
DH.TO,0.51,0.76206403,0.002617974,0.003496503,-0.005199307,,0.094717668
DHI,2.25,1.047351904,0.011276092,-0.009965636,-0.038705372,,-0.021276596
DHIL,11,0.178863539,0.000287444,0,0.003829531,,-0.012691199
DHR,3.58,1.217645673,0.00548427,-0.016112915,0.014162482,6,0.004746024
DHRM,-2.26,0.354522351,0.005443222,0.033333333,-0.043209877,2,-0.032258065
DHT,1.22,0.398550966,0.010289433,0.002293578,0.033096927,,-0.023255814
DHX,-0.32,0.903759777,0.004981354,-0.033057851,-0.229249012,,-0.017391304
DHXM,0.17,0.280504909,5.57E-06,0,-0.079189687,1,0
DIMN,-0.006,0.005188516,3.02E-06,0,-0.081256231,,0
DIN,5.46,0.710014151,0.00668348,-0.019485386,-0.004943592,3,-0.004718786
DIOD,0.04,0.300440265,0.00102431,0.003403014,0.000484731,1,-0.002862595
DIS,5.56,0.848072787,0.004321702,-0.004187245,0.003028009,8,0.002345416
DISCA,1.84,0.652518009,0.007651669,-0.017636023,0.012765957,3,-0.012830189
DISCK,1.84,0.489901003,0.002648677,-0.01849711,0.013933121,,-0.012825496
DISH,1.87,0.921155218,0.011746533,0.003072721,0.078957033,9,-0.003596506
DIV.TO,0.09,0.537462579,0.002744299,-0.007722008,0.061983471,,0.011811024
DJCO,-0.17,0.904013962,0.002153846,0.01747488,-0.0401154,,-0.005702974
DK,-0.79,0.626988107,0.013548246,0.003442341,0.00459506,,-0.025988701
DKL,2.46,0.390901316,0.002822161,-0.009152407,-0.080841639,3,-0.009784736
DKS,2.86,1.34240304,0.02951669,-0.021847247,-0.05426756,1,-0.007611453
DL,0.79,0.168743162,0.000871412,-0.023203593,0.012412723,,-0.028888889
DLA,1.36,0.70198424,0.005332853,-0.013565891,-0.046816479,,-0.015191546
DLB,2.05,1.508845351,0.012759642,-0.003188521,-0.038816295,,-0.082446809
DLHC,0.86,0.937199193,0.003597437,-0.019148936,-0.008602151,,0.063043478
DLNG-PA,1.649,1.303178245,0.001671865,0.00013704,0.01081111,,0.002365931
DLNG,1.65,0.808746525,0.006104096,-0.002533249,0.016785023,,-0.030808729
DLPH,4.58,0.91745826,0.007710954,-0.012494143,-0.078279883,1,0.001242815
DLR,0.45,0.565354743,0.006333833,0.007590725,0.016149329,,-0.057751382
DLTH,0.63,0.772697166,0.016923655,0.008308157,-0.029090909,,0.010910459
DLTR,3.01,0.626679966,0.007730906,0.002910053,-0.039036755,1,-0.029461609
DLX,4.7,0.875440495,0.004332994,-0.005943072,-0.047647588,,-0.057036578
DM,1.16,0.8944255,0.006076652,-0.010204082,-0.0146282,,-0.004123711
DMD,-0.49,0.370266366,0.001654031,0,0.049913941,,-0.00862069
DMHI,-0.001,0.198765947,0.000238737,0,-0.608695652,,#N/A
DML.TO,-0.1,0.528125049,0.000501995,0,-0.080645161,,0.017857143
DMLP,0.4,1.132883488,0.001666904,0.016233766,0.003205128,,0.009933775
DMRC,-2.42,0.397236812,0.004683069,-0.022896224,-0.070701357,,-0.024737168
DMTX,-2.24,0.863229735,0.003481924,-0.041543027,-0.187421384,,-0.092987805
DNA.TO,-0.04,0.07550972,0.000403501,0,-0.056737589,,0.015267176
DNAI,-10.49,0.751783321,0.022930336,-0.018181818,-0.114754098,,-0.00625
DNB,5.06,0.625568951,0.003714471,-0.001666667,-0.046322972,,-0.014863683
DNBF,1.41,0.224250326,0.000226465,0.003937008,-0.001566171,,-0.027042802
DNG.TO,0.07,0.420660523,0.001063802,0.015384615,-0.11409396,,-0.018382353
DNKN,1.41,0.789608235,0.013292012,-0.010273269,-0.034669339,1,0.013300083
DNN,-0.099,0.584680802,0.000344041,-0.009302326,-0.091684435,,0.011638955
DNOW,-5.42,0.621310253,0.005630068,-0.010884354,0.043041607,1,0.002304147
DNR,-10.46,0.747186524,0.022268667,-0.025547445,-0.097972973,,-0.011029412
DNT.TO,-0.004,0.455667958,0.00023094,0,-0.103773585,,0.111111111
DO,-4.46,0.622085361,0.034942438,-0.005272408,0.022891566,,-0.012514221
DOC,0.2,0.472056777,0.003968819,0.002442599,-0.007736944,,-0.020654912
DOL.TO,3.33,1.090342971,0.002871118,-0.014224474,-0.003839716,,-0.00798005
DOO.TO,0.68,0.571367735,0.000726957,-0.005243446,0.024691358,,0.008073818
DOOR,0.7,1.752674394,0.01094178,-0.040540541,-0.089451747,,-0.007054674
DORM,2.81,0.724799606,0.003478339,0.002547771,-0.009439899,,-0.023649178
DOV,3.12,1.085100289,0.009068477,-0.012924775,-0.025938664,1,-0.020037752
DOW,6.84,1.333328478,0.007140801,-0.002948222,0.020365831,16,0.006085193
DOX.V20161021,-0.01,0.610351563,0.000196792,0,-0.333333333,,#N/A
DOX,2.65,1.168789608,0.005385047,0.001016777,-0.003374388,,-0.003756189
DPLO,0.65,0.595238054,0.007952415,-0.004481213,-0.012311902,3,-0.00969697
DPM.TO,-0.41,0.503857565,0.001509943,0.024734982,-0.099378882,,-0.037288136
DPM,1.34,0.406701003,0.001743449,-0.002290295,0.006062356,3,-0.013513514
DPRX,-2.11,346.7185587,4.035585017,0.435897436,-0.80141844,9,-0.133333333
DPS,4.37,1.279679335,0.008335077,0.002724796,-0.014725569,4,-0.034799956
DPW,-0.112,0.22759421,0.005688205,-0.043674699,-0.156706507,,-0.032786885
DPZ,4.02,1.018605617,0.012392035,-0.005908241,0.075533233,4,0.004357826
DQ,3.69,0.339109831,0.005586557,-0.000853242,0.037201063,,-0.001702128
DRAD,1.63,0.490435275,0.00164766,0.020408163,-0.003984064,,-0.02970297
DRAM,-1.335,0.185227173,0.015367112,0.008640777,-0.137627625,,0.00952381
DRD,0.11,0.690190091,0.0099436,0.03,0.036217304,,-0.022540984
DRE,0.72,1.108031045,0.007897353,0.004636785,-0.022556391,,-0.024202843
DRH,0.55,0.451546971,0.006103589,-0.00534188,0.007575758,,-0.016429354
DRI,3.1,1.061070303,0.014669376,-0.015158768,-0.006918745,1,0.003097994
DRIO,-2.24,1.070965332,0.008154343,-0.005763689,-0.036312849,1,-0.049853372
DRNA,-2.97,0.81119458,0.016365528,-0.042105263,-0.131264916,,-0.010958904
DRQ,4.53,0.932583754,0.010875752,-0.01505174,-0.030555556,,-0.03384913
DRRX,-0.23,0.53364589,0.004019018,-0.033898305,-0.202797203,,0.025862069
DRT.TO,0.16,0.605772648,0.001021617,-0.007782101,0.015936255,,-0.009578544
DRWI,-6.95,1.376838136,0.186284796,-0.107551487,0.392857143,,-0.067164179
DRX.TO,0.1,0.766949586,0.000525799,0,0.024054983,,-0.006734007
DRYS,-219.46,0.49589006,0.07681642,0.047567568,-0.11446196,,-0.04338896
DSCI,-0.7,0.833088967,0.002268757,0.010752688,0.008583691,,-0.043010753
DSF.V,-0.03,0.846686018,0.000245994,0,0,,#N/A
DSG.TO,0.29,1.114346705,0.001098653,-0.011627907,0.010810811,,-0.017780939
DSGX,0.29,1.218141614,0.000335429,-0.004728132,-0.00142315,,-0.016627078
DSPG,-0.08,0.558148639,0.002438186,-0.004694836,-0.058614565,,-0.004694836
DSR.V20161018,-0.08,2.137117456,0.000838982,-0.066666667,-0.176470588,,-0.066666667
DSS,-0.99,0.025555981,1.31E-05,0,-0.047619048,,0
DST,13.32,2.324120091,0.017262441,0.004616157,-0.136014499,1,-0.013648772
DSW,1.25,0.608070126,0.019733152,0.005738881,-0.034435262,,-0.025
DSWL,-0.31,0.043557263,0.000107015,-0.011235955,0.005714286,,0.011494253
DSX-PB,-1.355,0.282453403,6.72E-05,0.005,-0.077908821,,0.013391088
DSX,-1.36,0.653232943,0.005986828,0.008032129,-0.049242424,2,0.008097166
DTE,4.14,0.906480207,0.006458581,0.012168856,0.007611492,,0.002782832
DTLK,0.34,0.324294526,0.002627452,-0.001960784,-0.020211742,3,-0.006923838
DTRM,-1.227,2.639135583,0.00425334,-0.021579205,0.102209945,,0.049751244
DTSI,-0.6,0.472657803,0.004922933,0.000708215,0.061607814,2,0
DUK,3.78,1.227102741,0.005323899,0.004088412,-0.006321912,7,-0.000254972
DUKH,3.78,0.697163987,2.99E-05,0.003028009,0.002269289,,-0.001890359
DV.V,-0.17,0.204596604,0.001599878,0.026666667,0,,-0.026666667
DV,-0.05,0.747504622,0.007587888,0.0069869,0.010960105,,-0.005922166
DVA,1.72,1.054024139,0.012268586,0.00034323,-0.085790464,2,-0.01687467
DVAX,-3.01,0.586302639,0.02596409,0.009950249,-0.096975089,,-0.014851485
DVCR,-0.14,0.898561582,0.004201051,-0.004444444,0.126760563,,0.108007449
DVD,0.13,0.361673655,0.000261329,0,-0.012345679,,0
DVN,-28.05,0.598504396,0.007053328,-0.018107195,-0.041705938,4,0
DVT.V20161021,-0.12,0.072014979,1.41E-05,0,0,,0
DW,4.31,1.499574745,0.014182396,0.000319217,-0.022053469,,-0.04684646
DWCH,-1.34,0.325378323,0.001808479,0.006578947,0.036585366,,-0.006535948
DWSN,-1.3,0.431943536,0.002122476,0,-0.017832647,,-0.008583691
DX,-1.09,1.098298714,0.004819767,0.004261364,-0.011188811,,-0.014367816
DXA.V20161018,-0.02,0.586668938,0.000496206,0,0,,#N/A
DXCM,-0.98,0.535630373,0.005464701,-0.021229868,-0.088409091,1,-0.025203567
DXE.V,-0.004,1.987130372,0.002950316,0,0.25,,0
DXLG,-0.13,0.328694166,0.000739765,-0.011235955,-0.006772009,,-0.011363636
DXPE,-3.83,1.275786618,0.034191668,-0.029006883,-0.261406133,1,0.012616822
DXR,-0.79,0.181503889,0.000204479,0,-0.014687882,,0.008695652
DXYN,-0.23,1.766731697,0.006944705,-0.057416268,-0.159914712,5,-0.01
DY,3.89,0.41295758,0.011980367,-0.011090357,0.019374248,,0.023262178
DYG.V20161024,-0.002,0.46794914,0.000570781,0.25,0,,#N/A
DYN,-8.29,1.428378017,0.043904155,-0.041141898,-0.107114934,,0.011246485
DYNT,-0.84,0.071979434,0.000218864,0,0.005905512,,0
DYSL,0.02,0.613697669,0.002381057,0.019230769,0.00952381,,-0.084033613
E.TO,-0.42,2.412895543,0.001861856,0.064516129,0.222222222,,0.034482759
E,-6.56,0.686785473,0.000185093,-0.002688172,0.011243612,,0.00672043
EA,3.55,0.992382988,0.009447853,-0.014847369,-0.004321729,,-0.006724304
EAC,-4.8,1.073217366,0.053684411,0.02,0.133333333,1,-0.038461538
EARN,-0.06,2.630359212,0.015059871,0.011848341,-0.013097072,2,-0.009531374
EARS,-0.83,0.20213094,0.008994412,0.008064516,-0.208860759,,-0.069565217
EAS.V20161024,-0.07,2.824858757,0.001449976,0,0,,0
EAT,3.42,2.926902596,0.076218428,0.008353708,-0.032453568,11,0.002314328
EBAY,1.56,1.018479889,0.009854939,-0.005136986,-0.083307037,4,-0.005522955
EBF,0.21,0.637606642,0.003775016,0.005851756,-0.054978619,,-0.032808399
EBIO,-1.74,0.179801063,0.067819909,-0.030973451,-0.279605263,,-0.055813953
EBIX,2.59,0.825231605,0.008275254,-0.012556054,-0.02202878,,-0.008249313
EBM.V20161007,-0.006,0.488519785,5.14E-05,0,-0.393305439,,0
EBMT,0.86,0.862967157,0.00106499,0.016835017,0.047883414,3,-0.006557377
EBR,-1.29,1.636612264,0.000924259,0.035014006,0.145736434,,-0.026525199
EBS,1.4,0.412746905,0.006096122,-0.01694317,-0.039655172,,-0.019628837
EBSB,0.49,0.499858105,0.001177812,-0.004504505,-0.00386349,,-0.00621118
EBTC,1.72,1.080577354,0.00183268,-0.042635659,0.014184397,,-0.02641369
EC,-1.28,0.645315695,0.002447514,-0.002192982,0.027088036,1,-0.003303965
ECA.TO,-3.34,1.039347043,0.007841542,-0.035441279,0.025868441,1,-0.013600573
ECA,-3.34,1.185269476,0.025904433,-0.035315985,0.006789525,1,-0.012464046
ECHO,0.25,0.845765929,0.007452853,-0.002188184,-0.020618557,,-0.002314815
ECI.TO,0.56,0.70556235,0.002326405,-0.016194332,0.027484144,,-0.004624872
ECL,3.19,0.778468187,0.002371972,-0.003694793,-0.023578947,4,-0.004158004
ECO.TO,-0.22,0.708463653,0.001105687,-0.020661157,0.128571429,,-0.04
ECOL,1.57,0.674319935,0.002828344,0.003448276,0.001606241,,-0.025258324
ECOM,-0.66,0.788031775,0.003942474,0.004484305,-0.081967213,1,-0.040540541
ECPG,1.67,0.793634602,0.011778521,-0.004975124,-0.079189687,,-0.009975062
ECR.V,-0.02,2.100964087,0.001277749,0,0.066666667,,0
ECR,-4.53,1.232556378,0.018530452,-0.075709779,-0.12797619,,0.060070671
ECYT,-1.04,0.679752106,0.002779478,-0.016835017,-0.051948052,,-0.003484321
ED-UN.V,0.17,0.849974325,0.001116001,0,-0.005681818,,-0.005714286
ED,3.86,0.737883142,0.004186059,0.007248359,-0.012602225,,-0.00135925
EDAP,0.16,0.30420969,0.000712987,0.003649635,-0.038461538,,-0.007220217
EDE,1.33,0.740006475,0.002821914,-0.002330323,0.003810082,,0.00204499
EDGE,-1.78,0.494204128,0.001504465,0.001964637,-0.051162791,2,-0.021696252
EDGW,-0.26,0.056885719,3.05E-05,-0.019790454,-0.01635514,,-0.02453271
EDIT,-3.59,1.438255296,0.033526083,-0.112727273,-0.005434783,1,-0.062411348
EDN,-1.12,1.011492396,0.00231434,0.03730738,0.266336634,,0.017628205
EDR,0.76,0.771612128,0.007580785,0.015137181,0.006094702,,-0.008307619
EDU,1.43,1.814779543,0.015226785,0.044488189,0.146499568,11,-0.010817992
EDUC,0.51,0.401653957,0.00259552,-0.039215686,-0.112318841,,-0.058823529
EDW.V20161019,0,0.300397585,0.000625652,-0.166666667,0,,#N/A
EE,1.83,1.43697714,0.00604387,0.01316088,-0.013695604,,0.005377549
EEFT,3.3,1.08192248,0.007277016,-0.004155971,0.002831118,5,-0.013076733
EEI,0.29,0.100938086,0.000128708,0,0.001984127,,-0.015463918
EEP,0.09,0.948220867,0.005678634,0.004317111,0.021149242,1,0.015582392
EEQ,-7.8,1.509354257,0.006294584,0.006700828,0.022417934,1,0.007020281
EFC,-0.37,1.030917527,0.002949872,0.003766478,-0.035585042,,-0.000626566
EFH.TO,-2.27,0.29498861,0.000135472,-0.008,0.002425222,,-0.0072
EFII,0.58,4.175132273,0.045039398,0.04594069,-0.082515991,,-0.016953036
EFN.TO,0.71,0.576355624,0.002369271,-0.008352316,-0.086074178,,-0.009848485
EFOI,-0.04,0.546632731,0.009190871,0.017902813,-0.056872038,,0.046568627
EFR.TO,-2.01,0.681520125,0.00128493,-0.02,-0.117117117,,-0.039215686
EFSC,2.15,1.769488862,0.00951872,-0.006163328,0.017992424,1,0.005997001
EFUT,0.04,1.84967915,0.02782781,-0.006504065,0.023450586,,-1.62338E-05
EFX,3.84,1.366992398,0.006445912,-0.004655067,-0.011369666,1,-0.028857526
EGAN,-0.23,0.299413735,0.000866352,-0.016666667,-0.006734007,2,-0.017241379
EGAS,0.22,1.447592109,0.010618961,0.012145749,0.346982759,,0
EGBN,2.77,1.30968465,0.004177717,-0.004229607,0.000607165,1,-0.005081301
EGHT,-0.06,0.692949024,0.005781702,0.054794521,0.044067797,,-0.088328076
EGI,-0.046,0.799487545,0.000710365,0.027972028,-0.022172949,,-0.028846154
EGL,-6.43,0.266196234,0.002090208,0.003022163,-0.027352654,,-0.026113157
EGLT,-2.8,1.314750403,0.041153277,-0.059574468,-0.110067114,,-0.034090909
EGN,-11.53,0.812285297,0.010737743,-0.01864628,-0.057316855,,0.006197183
EGO,-2.33,0.891412769,0.007683846,0.002777778,-0.037333333,4,-0.020588235
EGOV,0.71,0.835539688,0.002556743,0,0.005221932,1,-0.021551724
EGP,2.83,1.107474102,0.006079186,-0.004726439,-0.021818694,2,-0.015948021
EGRX,0.19,0.481747689,0.041448745,-0.000774353,-0.006314493,,-0.01875197
EGT.V,-0.055,0.371515425,0.002154334,-0.015151515,0.055194805,,0.03030303
EGT,-0.24,0.92181361,0.002647484,-0.023668639,-0.112903226,,-0.074074074
EGX.V,-0.21,0.028942418,0.000205109,0,0.038961039,,#N/A
EGY,-2.1,1.198933886,0.004998251,-0.008761402,-0.108291946,,0.000966767
EHIC,-0.02,0.606387409,0.004328311,-0.001986097,-0.041030534,,0.003956479
EHTH,0.5,0.314128084,0.006743601,-0.022787029,0,1,0.00631769
EIF.TO,1.91,1.714073419,0.005862686,-0.026663344,0.096574958,,0.016761287
EIG,3.01,0.616901501,0.002968111,-0.0128,0.021861544,,-0.004761905
EIGI,-0.23,0.290709545,0.003751441,0,-0.052132701,,-0.019354839
EIGR,-15.52,0.299686192,0.002701237,-0.031393568,-0.06779661,,-0.017959184
